date,permit_id,permit_type,project_name,address,parcel,source,risk_class,lat,lon,weather_risk,base_score,weather_multiplier,time_decay,composite_score,risk_tier
2024-09-03,24-1557 (C),Repair,558 S 600 E ST - Windows,558 S 600 E,SG-846-B-1,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1561 (C),Single Family,MAPLE MEADOWS 115,3553 E 2930 S ST,SG-MPMW-1-115,building,MEDIUM,37.0584584,-113.5200327,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1553 (C),Single Family,Sage Haven 122,6127 S Pebble Glen LN,SG-SAH-1-122,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1562 (C),Single Family,LEDGES OF ST GEORGE POCKET MESA,1297 W Pocket Mesa DR,SG-POC-5-102,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1556 (C),Commercial TI,Pizza Hut TI - Desert Color,5095 S Desert Color PKWY UNIT K103,SG-5-3-31-433-SLL,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1559 (C),Electrical,1962 Carolina Circle - Generator with Electrical,1962 W Carolina CIR,SG-SUR-18-1341,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-09-03,24-1552 (C),Single Family,Desert Reserve 308,4261 E El Capitan WAY,SG-DERE-3-308,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1566,Multi-Family (townhome),South Desert Townhomes 412,2285 E Burr LN,SG-SDT-4-412,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1564 (C),Multi-Family (townhome),South Desert Townhomes 410,2295 E Burr LN,SG-SDT-4-410,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1563 (C),Multi-Family (townhome),South Desert Townhomes 409,2301 E Burr LN,SG-SDT-4-409,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-09-03,24-1565 (C),Multi-Family (townhome),South Desert Townhomes 411,2289 E Burr LN,SG-SDT-4-411,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-30,24-1548 (C),Single Family,Sage Haven 332,6135 S Pebble Glen LN,SG-SAH-3-332,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-30,24-1549,Electrical,1832 Boulder Springs CIR - EV Charger,1832 Boulder Springs CIR,SG-BOU-4-107,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-30,24-1551,Single Family,Desert Color Resort 402,5354 S Pura CIR,SG-DCR-4BAND6-402,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-30,24-1550 (C),Single Family,Sage Haven 804,6304 S Garden Stone CT,SG-SAH-8-804,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-29,24-1546 (C),Single Family,Red Pine 204,3464 E Bristle Cone WAY,SG-RDPN-2-204,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1543 (C),Pool,Ancestor Estates lot #25,2889 EAST 1400 S,SG-AST-3-25,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1545 (C),Multi-Family (townhome),South Desert Townhomes Shell 409-412,2285 E Burr LN,SG-SDT-4-412,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1547 (C),Single Family,La Casa at Entrada 1,2498 N La Casa CIR,SG-LCE-1,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1544 (C),Accessory Building,Milne Agricultural Building,3358 S 2150 E ST,SG-LVHP-11,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1541 (C),Single Family,Desert Cliffs 311,6153 S Half Dome CIR,SG-DESC-3B-311,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-29,24-1542,Addition,2375 E 3770 S ST - Addition,2375 E 3770 S,SG-RAVE-1-17,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1540 (C),Single Family,Maple Meadows 114,3567 E 2930 S ST,SG-MPMW-1-114,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1534 (C),Single Family,Desert Horizon 310,2915 E Naboo LN,SG-DTH-3-310,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1535 (C),Single Family,Desert Horizon 327,6238 S Bespin LN,SG-DTH-3-327,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1539 (C),Single Family,WHITE CANYON,1348 E HAYROCKS DR,SG-WCYN-1-106,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1538 (C),Single Family,VARANO VISTAS AT DIVARIO,2642 W Columbo LN,SG-VAR-3-133,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1531 (C),Commercial Remodel,4518 S Factory DR - Remodel,4518 S Factory Drive,SG-5-3-19-157,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1530,Single Family,French Quarter at Sunbrook 20 ,2474 W Normandy CT,SG-FQS-20,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1536 (C),Single Family,Cecita Crest at Divario Lot 129,717 S Dinapoli LN,SG-CCD-3-129,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1532 (C),Commercial TI,Dahle Family Dental - Commercial TI,1276 E George Washington BLVD STE 1,TBD,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1533,Commercial TI,FIKA St. George - Commercial TI,80 N 200 W ST,SG-341-B-3-A-CB,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-28,24-1537 (C),Single Family,White Hills 124,1433 E HONEYCOMB DR,SG-WHL-124,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1525,Water Meter Set,Desert Terrace 3 of 3 - water meter,2760 E Skywalker DR,TBD,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1521 (C),Res Misc,1941 W 1700 N - RED TAG,1941 W 1700 N,SG-RRE-4-19,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1526 (C),Mechanical,Whipple - Nelson,327 N 2830 E,SG-SOP-3-35,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-27,24-1527 (C),Mechanical,943 S Golda AVE - HVAC,943 S Golda Ave,SG-FORR-31,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-27,24-1528 (C),Mechanical,4465 S Hiko Springs DR - HVAC,4465 S Hiko Springs DR, SG-SUR-3A-370,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-27,24-1523,Water Meter Set,Desert Terrace- Landscape Strip,2808 E Skywalker DR,tbd,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1524,Water Meter Set,Desert Terrace (2 of 3) Landscape Entrance Strip,2776 E Skywalker DR,TBD,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1522 (C),Single Family,Cascata at Divario 75,438 S Liri TRL,SG-CAD-4-75,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,24-1529 (C),Other,1088 S Bluff - Foundation Repair,1088 S Bluff ST,SG-5-2-31-4330,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-27,GRD-CM24-229,Grading/Site Plan (Commercial/Apartments),50 E Tabernacle ,50 E Tabernacle,SG-247-A,grading,HIGH,,,2,3.0,1.6666666666666665,0.05,0.25,Monitor
2024-08-26,24-1520,Addition,594 W 180 S CIR - Addition,594 W 180 S CIR,SG-SH-10-A,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-26,24-1519 (C),Mechanical,Whipple - Aguirre,1055 E 900 S St #29,SG-SCMT-2-29,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-26,24-1517,Other,2324 S Oakmont LN - Generator,2324 S Oakmont LN,SG-TRE-3-59,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-26,24-1516 (C),Single Family,Desert Reserve 312,4270 E El Capitan WAY,SG-DERE-3-312,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-26,24-1518 (C),Repair,1450 N Dixie Downs RD 54 - Windows,"1450 N Dixie Downs Rd, #54",SG-6-2-14-43301,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1514 (C),Commercial Remodel,Sunset Megaplex - Remodel,1091 N Bluff ST,SG-6-2-13-332,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1510 (X),Single Family,Sage Haven 135,626 W Emerald Point DR,SG-SAH-1-135,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1513 (C),Single Family,Sage Haven 237,693 W Emerald Point DR,SG-SAH-2-237,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1511 (C),Single Family,Sage Haven 851,6291 S Tumblestone CV,SG-SAH-8-851,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1512 (X),Single Family,Sage Haven at Desert Color 143,669 W Juniper Hill DR,SG-SAH-1-143,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-23,24-1515 (C),Mechanical,3052 N Snow Canyon PKWY 176 - HVAC,3052 N Snow Canyon Parkway #176, SG-COSC-L-176,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-22,24-1498 (C),Single Family,Woodland Estates Townhomes 78,883 S Snowberry DR,SG-WOO-3-78,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1508 (C),Solar,946 N 1900 E ST - Solar,946 N 1900 E,SG-ESA-1-103,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1503,Electrical,Shivwits - Legacy Fields Soccer Complex - Electric,5861 West Old HWY 91,,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-22,24-1501 (C),Single Family,Sage Haven 718,474 W Green Mountain DR,SG-SAH-7-718,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1502 (C),Addition,1678 E Talus WAY - Addition,1678 E Talus WY,SG-CTC-3-68,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1509 (C),Pool,6036 S Beechwood DR - Pool,6036 S BEECHWOOD Dr,SG-SAH-3-305,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1500 (C),Single Family,Sage Haven at Desert Color 809,661 W Canyon Pine DR,SG-SAH-8-809,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1497 (C),Single Family,Woodland Estates Townhomes 77,877 S Snowberry DR,SG-WOO-3-77,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1504 (C),Single Family,Red Pine 208,3530 E Bristle Cone WAY,SG-RDPN-2-208,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1507 (C),Single Family,Desert Providence 317,5872 S Mythical LN,SG-DESP-3-317,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1506 (C),Single Family,Desert Providence 316,5876 S Mythical LN,SG-DESP-3-316,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1505 (C),Single Family,Desert Providence 315,5882 S Mythical LN,SG-DESP-3-315,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-22,24-1499,Mechanical, 444 E 200 S ST - mechanical,444 E 200 S ST,SG-1051-A-2,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-21,24-1496 (C),Single Family,Sage Haven at Desert Color 914,455 W Canyon Pine DR,SG-SAH-9-914,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-21,24-1495 (C),Mechanical,321 E Rome DR - HVAC,321 E Rome Drive,SG-EAHV-8-102,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-21,24-1494 (C),Mechanical,444 W 600 N - HVAC,444 West 600 N St,SG-1705-A-2-A,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-21,24-1493 (C),Mechanical,2732 S Young ST - HVAC,2732 S Young ST,,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-21,24-1492 (C),Mechanical,1920 W 1200 N ST - HVAC,1920 W 1200 N St,SG-BE-3,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-21,24-1489,Single Family,Chaco West Lot 32,2589 N Kiva CIR,SG-ESCW-3C-32,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-21,24-1491 (C),Single Family,Cascata at Divario 81,526 S Liri TRL,SG-CAD-4-81,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-21,24-1488 (C),Single Family,Desert Cliffs 310,6165 S Half Dome CIR,SG-DESC-3B-310,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-21,24-1490 (C),Single Family,Sage Haven 311,6112 S Beechwood DR,SG-SAH-3-311,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-20,24-1483 (C),Commercial (New Build),New Commercial Build - 52F Hangar,4196 S Airport PKWY UNIT 52F,SG-6715,building,HIGH,,,2,3.0,1.6666666666666665,0.05,0.25,Monitor
2024-08-20,24-1486 (X),Remodel,1498 Dellcorero DR - Remodel,1498 Dellcorero DR,SG-GRA-2-23,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-20,24-1484 (C),Commercial (New Build),Hangar 53B,4196 S Airport PKWY UNIT 53B,SG-6715,building,HIGH,,,2,3.0,1.6666666666666665,0.05,0.25,Monitor
2024-08-20,24-1485 (C),Single Family,Sage Haven 312,6126 S Beechwood DR,SG-SAH-3-312,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-20,24-1487,Plumbing,Michelle Ruybal,2395 E 700 N ST,SG-DA-9,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-19,24-1476 (C),Single Family,Desert Reserve 307,4253 E El Capitan WAY,SG-DERE-3-307,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1474 (C),Pool,2755 E Siltstone DR - Pool,2755 E. SILTSTONE DRIVE,SG-SCF-17-1719,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1479 (C),Single Family,MAPLE MEADOWS 106,3542 E 2930 S ST,SG-MPMW-1-106,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1481,Electrical,221 N Emeraud DR 16 - Generator,221 N Emeraud DR UNIT 16,SG-BTSB-16,building,LOW,,,2,1.0,1.6666666666666665,0.05,0.08333333333333333,Monitor
2024-08-19,24-1478 (C),Single Family,MAPLE MEADOWS 105,3526 E 2930 S ST,SG-MPMW-1-105,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1480,Accessory Building,3224 S Three Bars RD - Accessory Building,3224 S Three Bars RD,SG-BR-2-60,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1482 (E),Remodel,132 W 100 S ST - Remodel,132 W 100 S ST,SG-261,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1475 (C),Pool,1862 E Yant Flat DR - Pool,1862 E. YANT FLAT DRIVE,SG-SECN-10-199,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-19,24-1477 (C),Single Family,Sage Haven 811,637 W Canyon Pine DR,SG-SAH-8-811,building,MEDIUM,,,2,2.0,1.6666666666666665,0.05,0.16666666666666666,Monitor
2024-08-16,24-1473 (C),Solar,94 N 2650 E - Solar,94 N 2650 E,SG-RD-5,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1471 (C),Mechanical,2334 S River Road #8 - HVAC,2334 South River Road #8,SG-RCST-1-8,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-16,24-1469,Mechanical,2056 E Middleton DR 18 - HVAC,2056 East Middleton Drive #unit 18,SG-CDS-18,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-16,24-1462,Gas Line,Spencer Bracken,459 Pimlico Dr, SG-BR-5-60,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-16,24-1470 (C),Mechanical,301 S 1200 E ST #100 - HVAC,301 S 1200 E Unit #100,SG-MS-100,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-16,24-1465 (C),Pool,3229 E 2250 S ST - Pool,3229 E 2250 S ST,SG-CRM-1-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1466 (C),Pool,1589 W Covington DR - Pool,1589 Covington DR, SG-AMW-5-22,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1472 (C),Mechanical,2304 S Oakmont LN - HVAC,2304 S Oakmont LN,SG-TRE-2-57,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-16,24-1460 (C),Accessory Building,Hansen accessory hay barn,3785 S 1550 W,SG-6-3-14-3117,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1459 (C),Single Family,Johnson Arch 12,5327 N Johnson Arch DR,SG-JGA-1-12,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1461,"Commercial Gas, Elect, Mech, Plumb",Sky West - Back Up Battery,444 S River RD,SG-1739-A-2-A-1-SA,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1458,Single Family,Johnson Arch 9,5261 N Johnson Arch DR,SG-JGA-1-9,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1463 (C),Pool,3164 E Summit View LN - Pool,3164 E Summit View LN,SG-SUMV-1-9,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1467 (C),Single Family,Ledges of St George Fairways East  108,1179 W Doonbeg DR,SG-FWE-1-108,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-16,24-1468 (C),Single Family,River Bend 41,512 N Lost Creek CIR,SG-RBES-41,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-15,24-1456 (C),Single Family,Red Pine 226,2944 S 3430 E ST,SG-RDPN-2-226,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-15,24-1455 (C),Single Family,White Hills 128,6180 S White Bee CIR,SG-WHL-128,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-15,24-1453 (C),Single Family,Mesa Palms Homes #48,676 W Lava Pointe DR UNIT 48,SG-MPH-3-48,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-15,24-1457 (C),Pool,3015 E Blue Heron DR - Pool,3015 Blue Heron DR,SG-BLU-21,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-15,24-1454 (C),Mechanical,4875 S Dreamcrest CIR,4875 S Dreamcrest CCIR, SG-SUR-16-1024,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-15,24-1452,Mechanical,4757  S Hammock Dunes CIR - HVAC,4757 S Hammock Dunes Circle, SG-SUR-15-968,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-14,24-1448 (C),Commercial TI,Clearwater Pools ,1276 E George Washington BLVD STE 3,SG-BLDR-2-15-PT-A,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-14,24-1451,Res Misc,1912 W 1575 N ST - Red Tag,1912 W 1575 N ST,SG-RRMHE-7-4,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-14,24-1449 (C),Pool,6080 S Half Dome LN - Pool,6080 South Half Dome LN,SG-DESC-2B-220,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-14,24-1450 (C),Commercial (New Build),Million Air SGU,4196 S Airport PKWY UNIT 2A,,building,HIGH,,,1,3.0,1.3333333333333333,0.05,0.2,Monitor
2024-08-13,24-1445,Res Misc,1566 S 2520 E CIR - Generator,1566 S 2520 E CIR, SG-STC-1-10,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-13,24-1444 (C),Single Family,Varano Vistas at Divario 130,2660 W Columbo LN,SG-VAR-3-130,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-13,24-1447,Mechanical,1120 W Roadrunner DR - HVAC,1120 W Roadrunner DR,SG-PDCN-1-15,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-13,24-1446,Gas Line, 1300 Hagen CIR - Gas,1300 Hagen CIR,SG-BCC-6-81,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-13,24-1441 (C),Pool,2533 E 1190 S CIR - Pool,2533 E 1190 S CIR,SG-RHW-5-56,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-13,24-1443 (C),Awning/Patio,3229 E 2250 S ST - Canopy,3229 E 2250 S ST,SG-CRM-1-7,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-13,24-1440 (C),Single Family,Webb Acres 314,3348 E Clara LN,SG-WEBB-3-314,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-13,24-1442 (C),Commercial Pool,Moto United Pool,4646 S Desert Color Parkway,SG-KENW-3,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1427 (C),Pool,3366 S 2350 E ST - Pool,3366 S 2350 E St,SG-VALV-2-28,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1434,Mechanical,2004 W 1425 N ST - Mechanical,2004 W 1425 N,SG-RRMHE-6-43,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-12,24-1430,Pool,1952 W Cougar Rock CIR - Pool,1952 W. COUGAR ROCK CIR,SG-VIS-2-12,building,MEDIUM,37.1538659,-113.6271549,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1436,Pool,6103 Jasper Ridge DR - Pool,6103 Jasper Ridge Dr,SG-SAH-6-639,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1426 (C),Pool,5327 N Johnson Arch DR - Pool,5327 N Johnson Arch DR,SG-JGA-1-12,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1425,Pool,5261 N Johnson Arch DR - Pool,5261 N Johnson Arch DR,SG-JGA-1-9,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1439 (C),Mechanical,1786 S Paragon DR - HVAC,1786 S Paragon DR,SG-PNCF-1-18,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-12,24-1438,Mechanical,1387 W Snow Hill LN - HVAC,1387 W Snow Hill LN,SG-PCE-1-4-A,building,LOW,,,1,1.0,1.3333333333333333,0.05,0.06666666666666667,Monitor
2024-08-12,24-1435 (C),Single Family,Desert Reserve 313,4256 E El Capitan WAY,SG-DERE-3-313,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
2024-08-12,24-1431 (C),Accessory Building,948 N 2050 E CIR - Storage,948 N 2050 E CIR,SG-LH-A-11,building,MEDIUM,,,1,2.0,1.3333333333333333,0.05,0.13333333333333333,Monitor
